#timestamp,message_id,decoded_data
1970-01-01 00:14:15.799630,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.0}"
1970-01-01 00:14:15.802450,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.5}"
1970-01-01 00:14:15.805610,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.4000000000000001}"
1970-01-01 00:14:15.808590,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.2000000000000002}"
1970-01-01 00:14:15.811580,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': -0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.8}"
1970-01-01 00:14:15.814480,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.8}"
1970-01-01 00:14:15.817640,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.30000000000000004}"
1970-01-01 00:14:15.820450,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.0}"
1970-01-01 00:14:15.823610,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.0}"
1970-01-01 00:14:15.823870,0xC0,"{'Torque_Command': 0.0, 'Speed_Command': 0, 'Direction_Command': 'CCW', 'Inverter_Enable': 'Turn the inverter OFF', 'Inverter_Discharge': 'Discharge Disable', 'Speed_Mode_Enable': 0, 'RollingCounter': 0, 'Torque_Limit_Command': 0.0}"
1970-01-01 00:14:15.826510,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.2000000000000002}"
1970-01-01 00:14:15.829580,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': -0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.2000000000000002}"
1970-01-01 00:14:15.832490,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.2000000000000002}"
1970-01-01 00:14:15.835640,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.8}"
1970-01-01 00:14:15.838540,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.30000000000000004}"
1970-01-01 00:14:15.841530,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.8}"
1970-01-01 00:14:15.844520,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.5}"
1970-01-01 00:14:15.844770,0xA2,"{'D1_RTD4_Temperature': -1000.0, 'D2_RTD5_Temperature': -1000.0, 'D3_Motor_Temperature': 15.200000000000001, 'D4_Torque_Shudder': 0.0}"
1970-01-01 00:14:15.845030,0xA1,"{'D1_Control_Board_Temperature': 21.3, 'D2_RTD1_Temperature': 199.10000000000002, 'D3_RTD2_Temperature': 206.70000000000002, 'D4_RTD3_Temperature': -1000.0}"
1970-01-01 00:14:15.845290,0xA0,"{'D1_Module_A': 20.700000000000003, 'D2_Module_B': 20.8, 'D3_Module_C': 20.900000000000002, 'D4_Gate_Driver_Board': 21.8}"
1970-01-01 00:14:15.847500,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.8}"
1970-01-01 00:14:15.850490,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.7000000000000002}"
1970-01-01 00:14:15.853560,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.2, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.2000000000000002}"
1970-01-01 00:14:15.856550,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.5}"
1970-01-01 00:14:15.859540,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.8}"
1970-01-01 00:14:15.862520,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.5}"
1970-01-01 00:14:15.865510,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.0}"
1970-01-01 00:14:15.868500,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.30000000000000004}"
1970-01-01 00:14:15.871650,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.0}"
1970-01-01 00:14:15.871910,0xAC,"{'D1_Commanded_Torque': 0.0, 'D2_Torque_Feedback': 0.0, 'D3_Power_On_Timer': 188.121}"
1970-01-01 00:14:15.872170,0xAB,"{'D1_Post_Fault_Lo': 0, 'D2_Post_Fault_Hi': 0, 'D3_Run_Fault_Lo': 0, 'D4_Run_Fault_Hi': 0}"
1970-01-01 00:14:15.872420,0xAA,"{'D1_VSM_State': 'VSM wait state', 'D1_PWM_Frequency': 0, 'D2_Inverter_State': 'Idle Stop', 'D3_Relay_1_Status': 0, 'D3_Relay_2_Status': 0, 'D3_Relay_3_Status': 0, 'D3_Relay_4_Status': 0, 'D3_Relay_5_Status': 0, 'D3_Relay_6_Status': 0, 'D4_Inverter_Run_Mode': 0, 'D4_Inverter_Discharge_State': 0, 'D5_Inverter_Command_Mode': 0, 'D5_Rolling_Counter': 0, 'D6_Inverter_Enable_State': 0, 'D6_Start_Mode_Active': 0, 'D6_Inverter_Enable_Lockout': 0, 'D7_Direction_Command': 1, 'D7_BMS_Active': 0, 'D7_BMS_Torque_Limiting': 0, 'D7_Max_Speed_Limiting': 0, 'D7_Low_Speed_Limiting': 0}"
1970-01-01 00:14:15.872680,0xA8,"{'D1_Flux_Command': 0.034, 'D2_Flux_Feedback': -1.143, 'D3_Id': -1.0, 'D4_Iq': 0.1}"
1970-01-01 00:14:15.873020,0xA7,"{'D1_DC_Bus_Voltage': 0.8, 'D2_Output_Voltage': 0.0, 'D3_VAB_Vd_Voltage': 2.2, 'D4_VBC_Vq_Voltage': 0.2}"
1970-01-01 00:14:15.873270,0xA6,"{'D1_Phase_A_Current': 0.4, 'D2_Phase_B_Current': 0.5, 'D3_Phase_C_Current': 0.6000000000000001, 'D4_DC_Bus_Current': 0.0}"
1970-01-01 00:14:15.873530,0xA5,"{'D1_Motor_Angle_Electrical': 343.70000000000005, 'D2_Motor_Speed': 0, 'D3_Electrical_Output_Frequency': 0.0, 'D4_Delta_Resolver_Filtered': 16.3}"
1970-01-01 00:14:15.873790,0xC0,"{'Torque_Command': 0.0, 'Speed_Command': 0, 'Direction_Command': 'CCW', 'Inverter_Enable': 'Turn the inverter OFF', 'Inverter_Discharge': 'Discharge Disable', 'Speed_Mode_Enable': 0, 'RollingCounter': 0, 'Torque_Limit_Command': 0.0}"
1970-01-01 00:14:15.874470,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.2000000000000002}"
1970-01-01 00:14:15.877540,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.5}"
1970-01-01 00:14:15.880440,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.0}"
1970-01-01 00:14:15.883600,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.2, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.0}"
1970-01-01 00:14:15.886500,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.8}"
1970-01-01 00:14:15.889570,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.2000000000000002}"
1970-01-01 00:14:15.892560,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.2000000000000002}"
1970-01-01 00:14:15.895550,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.8}"
1970-01-01 00:14:15.898530,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.0}"
1970-01-01 00:14:15.901520,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.0}"
1970-01-01 00:14:15.904510,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.9000000000000001}"
1970-01-01 00:14:15.907490,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.5}"
1970-01-01 00:14:15.910480,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.0}"
1970-01-01 00:14:15.913550,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.30000000000000004}"
1970-01-01 00:14:15.916540,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.8}"
1970-01-01 00:14:15.919530,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.2, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.30000000000000004}"
1970-01-01 00:14:15.922510,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.0}"
1970-01-01 00:14:15.923710,0xC0,"{'Torque_Command': 0.0, 'Speed_Command': 0, 'Direction_Command': 'CCW', 'Inverter_Enable': 'Turn the inverter OFF', 'Inverter_Discharge': 'Discharge Disable', 'Speed_Mode_Enable': 0, 'RollingCounter': 0, 'Torque_Limit_Command': 0.0}"
1970-01-01 00:14:15.925580,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.8}"
1970-01-01 00:14:15.928490,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.2000000000000002}"
1970-01-01 00:14:15.931470,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.5}"
1970-01-01 00:14:15.934710,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.0}"
1970-01-01 00:14:15.937530,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': -0.1, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 0.8}"
1970-01-01 00:14:15.940520,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.30000000000000004, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.4000000000000001}"
1970-01-01 00:14:15.943500,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.0, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.0}"
1970-01-01 00:14:15.946490,0xB0,"{'Fast_Torque_Command': 0.0, 'Fast_Torque_Feedback': 0.2, 'Fast_Motor_Speed': 0, 'Fast_DC_Bus_Voltage': 1.2000000000000002}"
